AmA Bistro,Steak and Egg Breakfast,"Eggs any style, 7 oz. NY strip steak, and your choice of homemade hash browns, sliced tomatoes or fresh fruit with toast and jelly."
AmA Bistro,Egg Bhurani,"House specialty 2 eggs served on top of a saute mixture of spinach, rice, scallions, with your choice of a side of plain yogurt or feta cheese, served with toast and jelly, and your choice of homemade hash browns, or sliced tomatoes, or fresh fruit. Vegetarian options."
AmA Bistro,Furghessa,"Mixture of tomatoes, green peppers, all beef meat, homemade ricotta cheese, and a variety of spices, topped with 2 eggs cooked to your desire, served with toast and jelly, and your choice of homemade hash browns, or sliced tomatoes, or fresh fruit. Vegetarian options."
AmA Bistro,Egg Khima,"2 eggs served on top of a cooked mixture of seasoned beef, sauted onions, cayenne pepper, with a side of sour cream, served with toast and jelly, and your choice of homemade hash browns, or sliced tomatoes, or fresh fruit."
AmA Bistro,Smoked Salmon Omelet,"Fresh dill, chopped scallions, and topped with a touch of Parmesan cheese."
AmA Bistro,"Bacon, Cheddar and Chives Omelet","A perfect blend of chopped bacon, cheddar cheese, and chives will make you want more."
AmA Bistro,Cajun Omelet,"Italian sausage, mushrooms, onions, bell peppers, jalapeo pepper, Dijon mustard, a pinch of cayenne pepper, and cheddar cheese."
AmA Bistro,Western Omelet,"3 eggs mixed with onions, green peppers, ham, and cheddar cheese."
AmA Bistro,Farmers Omelette,"Onions, green peppers, ham, mushrooms, cheddar cheese, and hash browns inside."
AmA Bistro,Greek Omelet,"Gyro meat, onions, tomatoes, and feta cheese."
AmA Bistro,Mexican Omelet,"Chili, cheddar cheese, onions, and a splash of sour cream and salsa."
AmA Bistro,Broccoli Cheddar Omelet,Fresh broccoli mixed with 3 eggs and cheddar cheese. Vegetarian options.
AmA Bistro,Veggie Omelet,"Mushrooms, scallions, green peppers, spinach, and tomatoes, with Monterey Jack cheese for some spice. Vegetarian options."
AmA Bistro,Spinach Omelet,"Spinach, onion, tomatoes, and goat cheese. Vegetarian options."
AmA Bistro,Mushroom and Swiss Omelet,Vegetarian options.
AmA Bistro,Create Your Own Omelet,None
AmA Bistro,Avo-Toast,"With poached eggs, cheese, pepper flakes, and fruit. Add salmon for an additional charge."
AmA Bistro,Breakfast Burrito,"Onions, tomatoes, jalapeos, avocado, eggs, cheddar cheese, and hash brown."
AmA Bistro,Avocado and Roasted Tomatoes with Goat Cheese,With fruit.
AmA Bistro,"Lox, Cream Cheese and Avocado on Whole Grain",With fruit.
AmA Bistro,Power Wrap,"Egg whites, turkey, spinach, mushroom and Swiss cheese on spinach wrap."
AmA Bistro,Energy Bowl,"Granola or cereal of oats, almonds, pecans, raisins. Topped with fruit and a touch ofcinnamon. Served with yogurt."
AmA Bistro,Power Breakfast Quinoa Bowl,"Quinoa, turkey, mushrooms, tomatoes, spinach, topped with 2 eggs and Parmesan cheese."
AmA Bistro,Broccoli Turmeric Rice Bowl,"Brown rice, turmeric, lemon juice, carrots, broccoli, green onions, kale, garlic, and chickpeas."
AmA Bistro,Rainbow Acai Bowl,"Banana, acai berry pulp, strawberries, blueberries, and almond milk."
AmA Bistro,Green Tropicolada Bowl,"Spinach, kale, banana, acai berry pulp, and almond milk."
AmA Bistro,Peanut Butter Loco Moco Bowl,"Banana, natural peanut butter, cocoa powder, and acai berry pulp."
AmA Bistro,Greek Skillet,"Gyro meat, onions, tomatoes and feta cheese, all mixed with hash browns and topped with 2 eggs."
AmA Bistro,Create Your Own Skillet,"1 meat bacon, sausage, or ham, 2 veggies, cheese, mixed with hash browns, topped with 2 eggs cooked to your desire."
AmA Bistro,Shakshuka,"Red skin potatoes,bell peppers,onions mixed with tomatoes sauce and topped with mozzarella cheese and two eggs served with toast and jelly."
AmA Bistro,Stuffed French Toast,None
AmA Bistro,Pancakes,None
AmA Bistro,French Toast,None
AmA Bistro,Waffle,None
AmA Bistro,Crepe,None
AmA Bistro,Kicked Up BLT Sandwich,"Bacon, lettuce, tomatoes, avocado, and mayo."
AmA Bistro,Gourmet Chicken Sandwich,"Arugula, tomatoes, red onions, with mixture of rosemary mayo and Dijon mustard, focaccia bread."
AmA Bistro,Chicken Club on Pita Sandwich,"Bacon, lettuce, tomatoes, cheddar cheese, and on whole wheat pita bread."
AmA Bistro,Classic Reuben Sandwich,"Corned beef, baby Swiss cheese, fresh cabbage and carrot mixture with sriracha mayo on rye bread."
AmA Bistro,Philly Steak Sandwich,"Monterey jack cheese, roasted red and yellow peppers, and on sub bun."
AmA Bistro,Patty Melt Sandwich,"Freshly prepared burger, baby Swiss cheese, caramelized onions, and mushrooms on rye bread. Vegetarian options."
AmA Bistro,Roast Beef Sandwich,"With roasted red peppers, arugula, and goat cheese, and on whole grain bread."
AmA Bistro,Tuna Salad Melt Sandwich,"Swiss cheese, tomatoes, baby spinach, and on multi-grain bread."
AmA Bistro,Turkey Reuben Sandwich,"Dijon mustard, thousand island dressing, sauerkraut, baby Swiss cheese, and on grilled rye bread."
AmA Bistro,Gyro Sandwich,"Lettuce, tomatoes, onions, with tzaztiki sauce, and your choice of lamb or chicken."
AmA Bistro,Chipotle Turkey Club Sandwich,"Chipotle sauce on multi-grain bread, and cheddar cheese and crispy bacon."
AmA Bistro,Turkey and Pesto on Ciabata Sandwich,"Pesto, cheese, and onion, lettuce, avocado, and on ciabata."
AmA Bistro,Italian Grilled Cheese Sandwich,"Basil and oregano pesto, mozzarella cheese, and tomatoes on ciabata."
AmA Bistro,Cuban Sandwich,"Pork shoulder, ham, Swiss cheese, pickles, and Dijon mustard."
Aventura,Manchego Curado,"Nutty caramel flavor with distinct acidity, pasteurized sheep cheese."
Aventura,Cana De Cabra,"Creamy, tangy, and earthy with a bloomy rind and semi-soft texture, pasteurized semi-soft goat cheese."
Aventura,Garrotxa,"Earthy, slightly nutty and herbal flavor with a soft, creamy texture, pasteurized semi-hard goat cheese."
Aventura,Chorizo Iberico,"Mild, yet flavorful paprika-seasoned ibrico pork sausage."
Aventura,Jamon Serrano,"Free range, dry-cured Serrano ham."
Aventura,Lomo Serrano,"Flavorful, natural ham, cured in the country air."
Aventura,Almendras &amp; Pina,"Goat cheese, caramelized pineapple, marcona almonds, baguette."
Aventura,Pechuga De Pato,"Braised onion, duck breast, raspberry marmalade, baguette."
Aventura,Ensaladilla Rusa,"Bacon potato salad, saffron aioli, cebollino, baguette."
Aventura,Gilda De Aventura,"Quail egg, onion, manchego, anchovy, olive."
Aventura,Tortilla Espanola,"Egg, potato, onion, olive oil."
Aventura,Pan A La Catalana,"Tomato, parsley, maldon sea salt, baguette."
Aventura,Setas,"Mushrooms, spiced goat cheese, olive oil, arugula."
Aventura,Mahon &amp; Higo,"Mahon cheese, fig cream, poached pear, maldon sea salt ."
Aventura,Jamon Serrano,"Jamon Serrano, tomato, olive oil, arugula."
Aventura,Ensalada Mixta,"Whipped goat cheese, radicchio, orange, onion, grana padano, cider dressing, walnut butter."
Aventura,Verduras Escabechadas,"Pickled carrots, saffron pickled cauliflower, grapes."
Aventura,Foie Gras &amp; Bayas,"Gig, creme Fraiche, Pedro Ximenez, berries."
Aventura,Patatas Bravas,"crispy potatoes, local egg, brava sauce, honey aioli."
Aventura,Croquetas De Queso,"Crema de idiazabal, quince."
Aventura,Croquetas De Jamon,"Crema de jamon, bacon, fig."
Aventura,Croquetas De Bacalao,"Cod, potato, caper, anchovy aioli."
Aventura,Calamar Frito,"Crispy calamari, almonds, fresno chili, herbs, ink aioli."
Aventura,Albondigas,"Lamb meatballs, marcona almonds, green onion."
Aventura,Gambas Al Ajillo,"Shrimp, garlic, chili, parsley."
Aventura,Calabaza,"Acorn squash, goat cheese, pepitas, hazelnuts, lemon."
Aventura,Datiles Rellenos,"Bacon wrapped dates, chorizo, romesco."
Aventura,Atun,"Yellowfin tuna, bonito, tomatoes, celery, capers, anchovy aioli."
Aventura,Piquillo Rellenos,"Bolognesa stuffed peppers, piquillo crema, pickled peppers."
Aventura,Pulpo,"Octopus, olive chimichurri, parsley, pimenton, potato."
Aventura,Champinones,"Trumpet, cremini, portobello, black garlic aioli, porcini dust."
Aventura,Paella Valenciana,"Bone-in chicken, duck confit, artichokes, peas, beans."
Aventura,Paella Americana,"Bone-in chicken, sausage, chorizo, beans, green onion."
Aventura,Paella Verduras,"Artichokes, green beans, mushroom, cauliflower, green onion."
Aventura,Paella Marisco,"Shrimp, calamari, mussels, piquillo peppers, peas."
Aventura,Paella Arros Negre,"calamari, shrimp, mahi-mahi, squid ink, peas."
Aventura,Paella Fideua,"Scallops, baby squid, sweet peppers, vermicelli."
Aventura,Carbonara,"Egg pappardelle, smoked guanciale, grana padano, bacon espuma, white wine, garlic."
Aventura,Hamburguesas,"Wagyu beef and secreto iberico pork sliders, braised onion, tomato, manchego cheese, salsa rosa."
Aventura,Lubina,"Seabass, saffron cream, acorn squash, petite salad."
Aventura,Wagyu Y Rabo De Toro,"Mishima wagyu beef steakpotato espuma, braised oxtail, cavolo nero kale."
Aventura,Torrijas,"Brioche, goat milk ice cream, red wine-poached pear, vanilla bean creme anglaise."
Aventura,Crema Catalana,"Vanilla-citrus set cream, meringue, cinnamon ice cream, honeycomb."
Aventura,Churros,"Chocolate, salted caramel, cinnamon sugar."
Aventura,Chocolate Y Frambuesas,"Chocolate cake, chocolate mousse, berry gel, raspberry ice cream."
Taste of India,2 Piece Samosa,Crispy pyramid crust filled with seasoned potato &amp; peas.
Taste of India,Papad,Crisp lentil wafer
Taste of India,Gobi 65,A specialty of house marinated cauliflower deep fried to a crisp reddish brown
Taste of India,Paneer 65,Deep fried marinated Indian cheese
Taste of India,Mixed Vegetable Fritters,"Mix vegetable chopped, buttered &amp; fried to a crisp brown."
Taste of India,Aloo Bonda,Potato dumplings mixed with spices.
Taste of India,Cut Mirchi,Double fried cut chili fritters.
Taste of India,Chili idly,"Idly deep fried &amp; cooked with onions, green-peppers &amp; tomato chili sauce."
Taste of India,3 Piece Idly,Steamed rice cake served with sambar &amp; chutney.
Taste of India,Medu Vada,Lentil doughnut served with sambar chutney.
Taste of India,Dahi Vada,Lentil doughnut soaked in special yogurt.
Taste of India,Assorted Pakora,"Pakoras are made with chickpea (gram) flour, onions, and spices."
Taste of India,Sambhar Vada,Crisp vada is soaked lentil sambar which makes it soft and tender.
Taste of India,Sambar Idly,"Idly sambar is made with lentils, plenty of spices, mixed vegetables and herbs."
Taste of India,Cheese Stick with Marinara,Cheese stick made from cheddar and/or mozzarella cheeses served with marinara sauce.
Taste of India,Spring Roll,"Rice noodles, carrots, lettuce, cucumbers, herbs, and shrimp or pork wrapped in a rice-paper wrapper."
Taste of India,Beer Battered Onion Rings,"Flour, rice flour, cornstarch, garlic powder, smoked paprika, and salt."
Taste of India,Battered Onion Rings,"Flour, rice flour, cornstarch, garlic powder, smoked paprika, and salt."
Taste of India,Pepper Jalapeno With Ranch,"Creamy, tangy, thick but drizzly, a little classic dill flavor."
Taste of India,Chicken Pakora,Boneless chicken tikka battered in chickpeas flour and deep fried to golden brown.
Taste of India,Chicken 65,Only 65 days old boneless chicken marinated &amp; fried with south Indian spices.
Taste of India,Pepper Chicken Dry,Chicken grilled to dry with pepper &amp; spices.
Taste of India,Fish Pakora (Tilapia),Fish fried in chickpeas flour.
Taste of India,Egg Bonda,"Boiled egg cut, batter dipped &amp; deep fried."
Taste of India,Coconut Shrimp,Coconut battered butterfly shrimp.
Taste of India,Beer Battered Shrimp,Crispy beer battered fried shrimp served with garlic aioli sauce.
Taste of India,Mulligatawny Soup,Lentils grinded &amp; flavored with spices.
Taste of India,Hot &amp; Sour Vegetable Soup,Chinese style vegetable soup.
Taste of India,Sweet Corn Vegetable Soup,Corn &amp; vegetable in broth soup.
Taste of India,Sweet Corn Chicken Soup,Chicken pieces and corn broth soup.
Taste of India,Sambar,Sambar is a lentil based vegetable stew.
Taste of India,Rasam,Tamarind or tomato juice added with spices &amp; garnished.
Taste of India,Vegetable Biryani,Basmati rice seasoned with vegetables &amp; spices.
Taste of India,Chicken Biryani,Dum seasoned aromatic rice cooked with halal boneless chicken &amp; spices.
Taste of India,Fish Biryani,Basmati rice seasoned with fish &amp; spices.
Taste of India,Lamb Biryani,Dum seasoned aromatic rice cooked with halal boneless lamb &amp; special biryani spices.
Taste of India,Shrimp Biryani,Basmati rice seasoned with shrimp &amp; spices.
Taste of India,Vegetable Fried Rice,Basmati rice seasoned with vegetables.
Taste of India,Vegetable Noodles,Soft noodles seasoned with vegetables.
Taste of India,Gobi Manchurian,Battered cauliflower mixed with chilly garlic &amp; ginger sauce.
Taste of India,Chilly Chicken,Battered chicken mixed with chilly garlic &amp; ginger sauce.
Taste of India,Chili Paneer,None
Taste of India,Navaratan Korma,"Mixed vegetables cooked with nuts, raisin in light spice sauce."
Taste of India,Aloo Mutter,Potato and fresh green peas cooked with spices and herbs.
Taste of India,Mutter Paneer,"Paneer &amp; fresh green peas cooked with tomato cream sauce, spices &amp; herbs."
Taste of India,Aloo Gobi,Potato &amp; cauliflower cooked with spices &amp; herbs.
Taste of India,Dal Palak,Lentils cooked with tomatoes and spinach.
Taste of India,Dal Tadka,Lentils cooked with spices.
Taste of India,Dal Makhni,"Lentils and beans cooked in cream, butter and spices."
Taste of India,Palak Paneer,Indian cottage cheese marinated with spices &amp; deep fried.
Taste of India,Paneer Tikka Masala,Cheese cubes cooked in tomato cream sauce.
Taste of India,Malai Kofta,"Potato, cheese &amp; dry fruit dumpling cooked in cream sauce."
Taste of India,Vegetable Jalfrezi,Fresh vegetables cooked in mild spices.
Taste of India,Bagara Baingan,Baby eggplant stuffed with peanut and sesame seed paste.
Taste of India,Baingan Bartha,"Eggplant baked &amp; mashed with tomatoes, onions and spices."
Taste of India,Kadai Paneer,None
Taste of India,Channa Masala,Chickpeas cooked in spicy sauce.
Taste of India,Channa Bhatura,Chickpeas served with fluffy fried bread.
Taste of India,Poori Bhaaji,Potato &amp; peas served with fluffy fried wheat bread.
Taste of India,Aloo Saag,Potato or chickpeas &amp; spinach cooked with spices in a light creamy sauce.
Taste of India,Channa Saag,Potato or chickpeas &amp; spinach cooked with spices in a light creamy sauce.
Taste of India,Tandoor Chicken,Marinated chicken cooked in tandoor with spices.
Taste of India,Fish Tikka,Marinated fish cooked in the tandoor with spices.
Taste of India,Paneer Tikka,Marinated cheese cubes cooked in the tandoor with spices.
Taste of India,Chicken Seekh Kabob,Tandoor cooked ground chicken on skewers with spices.
Taste of India,Lamb Seekh Kabob,Ground lamb cooked in the tandoor on skewers with spices.
Taste of India,Methi Chicken Kabab,Marinated boneless chicken cooked in tandoor with methi &amp; spices.
Taste of India,Tandoori Mixed Grill,"Chicken kabob, chicken tikka, shrimp tikka, lamb kabob, chicken malai kabob."
Taste of India,Chicken Tikka,None
Taste of India,Chicken Tikka Masala,Tandoori baked chicken in smooth tomato creamy sauce and spices.
Taste of India,Chicken Curry,Boneless chicken cooked in light curry sauce.
Taste of India,Chicken Chettinad,Boneless chicken with roasted chili &amp; curry sauce. A special south Indian dish.
Taste of India,Chicken Saag,Boneless chicken cooked with fresh spinach sauce and spices.
Taste of India,Chicken Vindaloo,Boneless chicken &amp; potatoes cooked in vinaigrette sauce.
Taste of India,Pepper Chicken,Boneless chicken cooked with black pepper &amp; species.
Taste of India,Butter Chicken,"Chicken marinated with yogurt, tomatoes &amp; spices."
Taste of India,House Special Chicken Curry,Boneless halal chicken cooked in house special brownish curry sauce.
Taste of India,Chicken Shahi Korma,Boneless chicken cooked in creamy coconut sauce.
Taste of India,Andhra Chicken,Boneless chicken cooked in spicy Andhra sauce &amp; herbs.
Taste of India,Lamb Curry,Lamb cooked with chopped spinach.
Taste of India,Lamb Vindaloo,Boneless lamb with potatoes cooked in vinaigrette sauce.
Taste of India,Lamb Pepper Masala,"Boneless lamb cooked with black pepper, tomato sauce &amp; spices."
Taste of India,House Special Lamb Curry,Boneless halal lamb cooked in house special brownish curry sauce.
Taste of India,Lamb Tikka Masala,Tandoori baked lamb in tomato cream sauce.
Taste of India,Lamb Shahi Korma,Boneless lamb cooked in creamy coconut sauce.
Taste of India,Shrimp Tikka Masala,Tandoori baked shrimp in tomato cream.
Taste of India,Fish Curry,Fish fillet simmered in a tangy sauce with spices.
Taste of India,Fish Tikka Masala,Tandoori baked fish in tomato cream sauce.
Taste of India,Fish Fry,Marinated fish deep fried.
Taste of India,Shrimp Vindaloo,None
Taste of India,Plain Dosa,Thin rice flour crepe.
Taste of India,Onion Dosa,Thin rice crepe filled with a layer of onions.
Taste of India,Cheese Dosa,Thin rice crepe filled with paneer cheese.
Taste of India,Onion Masala Dosa,Rice crepe filled with spiced onions &amp; potatoes.
Taste of India,Masala Dosa,Thin rice crepe filled with spiced onions and potatoes.
Taste of India,Paper Masala Dosa,Very thin crepe filled with spiced onions &amp; potatoes.
Taste of India,Mysore Masala Dosa,Thin crepe spread with a spicy sauce filled with spiced onions &amp; potatoes.
Taste of India,Andhra Masala Dosa,Thin crepe spread with a very spicy sauce and spiced onions and potatoes.
Taste of India,Spring Dosa,Thin rice crepe filled with vegetables and spiced onions &amp; potatoes.
Taste of India,Rava Dosa,Thin crepe made with cream of wheat and rice flour.
Taste of India,Onion Rava Dosa,Thin rice and wheat crepe layered with onions.
Taste of India,Rava Masala Dosa,Rice crepe made with cream of wheat filled with spiced onions &amp; potatoes.
Taste of India,Onion Rava Masala Dosa,Rice &amp; wheat crepe with spiced onions and potatoes.
Taste of India,Paneer Dosa,Thin rice crepe filled with seasoned Indian cheese and vegetables.
Taste of India,Chicken Dosa,Thin rice crepe filled with seasoned chicken and vegetables.
Taste of India,Lemon Rice,Basmati rice flavored with lemon and lentils.
Taste of India,Tamarind Rice,Basmati rice flavored with tamarind and lentils.
Taste of India,Yogurt Rice,Basmati rice mixed with yogurt.
Taste of India,Jeera Rice,Basmati rice seasoned with jeera.
Taste of India,Naan,(2 Half slices. Freshly baked tandoor soft bread.
Taste of India,Garlic Naan,Freshly baked tandoor bread topped with garlic &amp; cilantro.
Taste of India,Roti,Fresh baked whole wheat flour bread.
Taste of India,2 Chappati,Soft thin whole wheat bread.
Taste of India,2 Poori,Fried fluffy whole wheat bread.
Taste of India,Bhatura,Fried fluffy bread.
Taste of India,Kashmiri Naan,Fresh baked tandoor bread mixed with nuts.
Taste of India,Keema Naan,Fresh baked tandoor bread mixed with minced meat.
Taste of India,Kulcha,Fresh baked tandoor bread with choice of filling.
Taste of India,Plain Paratha,Fresh baked whole wheat bread in layers.
Taste of India,Paratha,Fresh baked layered whole wheat bread with choice of filling.
Taste of India,Rice Pudding,"Basmati rice cooked with milk, sugar, nuts and raisins."
Taste of India,Gulab Jamun,Dry milk dumpling fried and sugar syrup.
Taste of India,Rasmalai,Indian style cottage cheese dumpling in sweetened milk.
Taste of India,Kulfi,Indian ice cream.
Taste of India,Carrot Halwa,"Grated carrots cooled with milk, sugar and butter."
Taste of India,Payasam,Vermicelli cooked with sugar.
Taste of India,Kesari,Sooji cooked in sugar syrup.
Taste of India,Mango Lassi,Cool drink made from refreshing yogurt and mangoes.
Taste of India,Soda Fountain Drink,None
Taste of India,Masala Chai,Indian style tea with milk &amp; herbs.
Taste of India,Rose Milk,Milk mixed with rose water.
Taste of India,Rose Lassi,Yogurt mixed with rose syrup.
Taste of India,Sweet Lassi,Yogurt mixed with sugar.
Taste of India,Madras Coffee,South Indian style coffee.
Taste of India,Mango Milk Shake,Cool milk mixed with mango pulp.
Taste of India,Salt Lassi,Yogurt mixed with salt.
Taste of India,Strawberry Lassi,Yogurt mixed with strawberry.
Taste of India,Rice,None
Taste of India,Extra Coconut chutney,None
Taste of India,Extra Tomato Chutney,None
Taste of India,Extra Sambhar,None
Taste of India,Mint &amp; Tamarind Chutney,None
Sava's,Bacon &amp; Cheddar Omelet,"Gluten-free. Applewood smoked bacon, caramelized onion, cheddar, with hash browns."
Sava's,Challah French Toast,"French-toasted zingerman's challah bread pudding, cinnamon sugar, macerated berries, Michigan maple syrup."
Sava's,Bistro Omelet,"Gluten-free. Driftless sheep's milk cheese, chives, with hash browns."
Sava's,Kale Breakfast Bowl,"Gluten-free. Tuscan kale, marcona almonds, almond butterand lemon vinaigrette, roasted sweet potatoes, Parmesan, crispy fried egg."
Sava's,Mediterranean Omelet,"Gluten-free. Sauteed spinach, roasted tomatoes, feta, with hash browns."
Sava's,Turkey &amp; Egg Wrap,"Housemade maple turkey sausage patty, swiss cheese, scrambled eggs, multi-grain wrap, with greens in shallot vinaigrette."
Sava's,Belgian Waffle,"Malted waffle, Michigan maple syrup."
Sava's,Avocado Toast,"Crispy fried egg, avocado smash, beefsteak tomato, chili flakes, zingerman's cracked wheat."
Sava's,Huevos Rancheros,"Two eggs any style, black beans, ranchero sauce, cheddar, sour cream, corn tostadas."
Sava's,Corned Beef Hash,"House-braised corned beef, hash browns, onion, tri-color peppers, brava sauce, 2 eggs any style."
Sava's,Bandito Hash,"Gluten-free. 2 eggs any style, hash browns, tri-color peppers, onions, cheddar, pico de gallo, guacamole, sour cream."
Sava's,Fresh Fruit,Gluten-free. A colorful variety.
Sava's,Shredded Hash Browns,Gluten-free. Golden and crispy.
Sava's,Yogurt Parfait,"Gluten-free. Fresh berries, Greek yogurt, nut-free coconut granola."
Sava's,Eggs,"Gluten-free. 2 eggs, any style."
Sava's,Zingerman's Toast,"Sourdough, cracked wheat or jewish rye."
Sava's,Breakfast Meats,"Gluten-free. Housemade maple turkey sausage patties, applewood smoked bacon or housemade porchetta."
Sava's,Jam Session,"Raspberry, strawberry, pomegranate, basil, Greek yogurt, honey, chia seeds."
Sava's,Banana,"Roosroast cold brew coffee, banana, almond butter, cacao, Michigan maple syrup."
Sava's,Tropical,"Mango, pineapple, spinach, avocado, coconut water, agave, lime."
Sava's,Roasted Beets,"Pistachios, white balsamic, ricotta salata."
Sava's,Spinach &amp; Artichoke Dip,"Spinach, artichokes, lemon, bread crumbs, grilled pita."
Sava's,Mushroom Toast,"Zingerman's cracked wheat, taleggio cheese, sauteed wild mushrooms, honey drizzle."
Sava's,Halloumi Plate,"Hummus, grilled halloumi, roasted red pepper relish, grilled pita."
Sava's,Lamb Meatballs,"Baba ganoush, mint, yogurt, aleppo oil, feta."
Sava's,Bang Bang Shrimp,"Marinated shrimp, bang bang sauce, crispy brown rice cakes, sesame seeds."
Sava's,Sava's Greek Salad,"4 greens, roasted beets, pepperoncini, cucumber, tomatoes, feta, onion, chickpeas, kalamata olives, grilled pita bread, Sava's Greek dressing."
